|ITERS: 1480405 / 1480405 | EPOCHS: 1.70 | COMP: 100.00% | RATE: 4.59 it./s | SPD: 0.2179 s/it.| ERT: (0, 0, 0, 0) | ET: (4, 3, 49, 40)                                                                 
val>|ITERS: 500 / 500 | COMP: 100.00% | RATE: 9.10 it./s | SPD: 0.1099 s/it.| ERT: (0, 0, 0, 0) |                                                                                                       

Finished setup:

Initilizaing neptune:
	--> neptune init
	--> checkpoint_2024-12-27_08-37 : iter     800000 <=> epoch 0.9186671857990415 | train loss 0.5652142167 | val loss 0.5761437416
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_08-57 : iter     805000 <=> epoch 0.9244088557102854 | train loss 0.5652092099 | val loss 0.5750910044
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_09-18 : iter     810000 <=> epoch 0.9301505256215294 | train loss 0.5657910109 | val loss 0.5761663318
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_09-38 : iter     815000 <=> epoch 0.9358921955327735 | train loss 0.5677728057 | val loss 0.5747898221
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_09-58 : iter     820000 <=> epoch 0.9416338654440175 | train loss 0.5642772913 | val loss 0.5753389597
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_10-18 : iter     825000 <=> epoch 0.9473755353552615 | train loss 0.5667120814 | val loss 0.5754134059
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_10-38 : iter     830000 <=> epoch 0.9531172052665056 | train loss 0.5666742325 | val loss 0.5776399970
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_10-59 : iter     835000 <=> epoch 0.9588588751777495 | train loss 0.5638782978 | val loss 0.5752199292
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_11-19 : iter     840000 <=> epoch 0.9646005450889935 | train loss 0.5630156994 | val loss 0.5743690133
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_11-39 : iter     845000 <=> epoch 0.9703422150002375 | train loss 0.5651698709 | val loss 0.5778215528
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_11-59 : iter     850000 <=> epoch 0.9760838849114816 | train loss 0.5646488070 | val loss 0.5771483183
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_12-19 : iter     855000 <=> epoch 0.9818255548227256 | train loss 0.5655291080 | val loss 0.5761101842
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_12-39 : iter     860000 <=> epoch 0.9875672247339695 | train loss 0.5653845668 | val loss 0.5765222907
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_13-00 : iter     865000 <=> epoch 0.9933088946452135 | train loss 0.5660209060 | val loss 0.5766936541
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_13-20 : iter     870000 <=> epoch 0.9990505645564576 | train loss 0.5641372204 | val loss 0.5765883923
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_13-40 : iter     875000 <=> epoch 1.0047922344677016 | train loss 0.5657740831 | val loss 0.5776854157
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_14-00 : iter     880000 <=> epoch 1.0105339043789456 | train loss 0.5647705197 | val loss 0.5758243203
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_14-20 : iter     885000 <=> epoch 1.0162755742901897 | train loss 0.5658457875 | val loss 0.5774472952
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_14-40 : iter     890000 <=> epoch 1.0220172442014337 | train loss 0.5663946271 | val loss 0.5766892433
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_15-00 : iter     895000 <=> epoch 1.0277589141126777 | train loss 0.5665157437 | val loss 0.5764558911
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_15-20 : iter     900000 <=> epoch 1.0335005840239215 | train loss 0.5661776066 | val loss 0.5764889717
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_15-41 : iter     905000 <=> epoch 1.0392422539351656 | train loss 0.5665082932 | val loss 0.5763471723
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_16-01 : iter     910000 <=> epoch 1.0449839238464096 | train loss 0.5668125749 | val loss 0.5793734193
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_16-21 : iter     915000 <=> epoch 1.0507255937576536 | train loss 0.5661388636 | val loss 0.5768763423
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_16-41 : iter     920000 <=> epoch 1.0564672636688976 | train loss 0.5644045472 | val loss 0.5744652152
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_17-02 : iter     925000 <=> epoch 1.0622089335801417 | train loss 0.5661706924 | val loss 0.5758270025
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_17-22 : iter     930000 <=> epoch 1.0679506034913857 | train loss 0.5649368763 | val loss 0.5743571520
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_17-42 : iter     935000 <=> epoch 1.0736922734026297 | train loss 0.5698089600 | val loss 0.5798947215
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_18-02 : iter     940000 <=> epoch 1.0794339433138738 | train loss 0.5623725057 | val loss 0.5766747594
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_18-23 : iter     945000 <=> epoch 1.0851756132251178 | train loss 0.5644838810 | val loss 0.5742132068
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_18-43 : iter     950000 <=> epoch 1.0909172831363618 | train loss 0.5630759001 | val loss 0.5782062411
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_19-03 : iter     955000 <=> epoch 1.0966589530476056 | train loss 0.5648978353 | val loss 0.5769985318
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_19-23 : iter     960000 <=> epoch 1.1024006229588497 | train loss 0.5641856194 | val loss 0.5750743151
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_19-44 : iter     965000 <=> epoch 1.1081422928700937 | train loss 0.5642459989 | val loss 0.5759497285
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_20-04 : iter     970000 <=> epoch 1.1138839627813377 | train loss 0.5625730157 | val loss 0.5746488571
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_20-24 : iter     975000 <=> epoch 1.1196256326925818 | train loss 0.5646049380 | val loss 0.5732704401
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_20-44 : iter     980000 <=> epoch 1.1253673026038258 | train loss 0.5662121773 | val loss 0.5755832195
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_21-05 : iter     985000 <=> epoch 1.1311089725150698 | train loss 0.5667470098 | val loss 0.5765297413
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_21-25 : iter     990000 <=> epoch 1.1368506424263138 | train loss 0.5633311272 | val loss 0.5760453939
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_21-45 : iter     995000 <=> epoch 1.1425923123375579 | train loss 0.5631398559 | val loss 0.5759411454
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_22-05 : iter    1000000 <=> epoch 1.148333982248802 | train loss 0.5649762154 | val loss 0.5763083696
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_22-25 : iter    1005000 <=> epoch 1.154075652160046 | train loss 0.5650323033 | val loss 0.5743208528
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_22-46 : iter    1010000 <=> epoch 1.1598173220712897 | train loss 0.5684177876 | val loss 0.5791940689
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_23-06 : iter    1015000 <=> epoch 1.1655589919825338 | train loss 0.5620032549 | val loss 0.5777263045
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_23-26 : iter    1020000 <=> epoch 1.1713006618937778 | train loss 0.5643364787 | val loss 0.5773028135
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-27_23-46 : iter    1025000 <=> epoch 1.1770423318050218 | train loss 0.5644618869 | val loss 0.5742466450
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_00-07 : iter    1030000 <=> epoch 1.1827840017162659 | train loss 0.5640404820 | val loss 0.5755285621
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_00-27 : iter    1035000 <=> epoch 1.1885256716275099 | train loss 0.5637364388 | val loss 0.5763047338
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_00-47 : iter    1040000 <=> epoch 1.194267341538754 | train loss 0.5525330305 | val loss 0.5652086139
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_01-07 : iter    1045000 <=> epoch 1.200009011449998 | train loss 0.5503291488 | val loss 0.5669417381
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_01-27 : iter    1050000 <=> epoch 1.205750681361242 | train loss 0.5480719209 | val loss 0.5638950467
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_01-48 : iter    1055000 <=> epoch 1.211492351272486 | train loss 0.5479499698 | val loss 0.5642066002
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_02-08 : iter    1060000 <=> epoch 1.21723402118373 | train loss 0.5460749865 | val loss 0.5648189783
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_02-28 : iter    1065000 <=> epoch 1.2229756910949738 | train loss 0.5467102528 | val loss 0.5657876134
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_02-48 : iter    1070000 <=> epoch 1.2287173610062179 | train loss 0.5467037559 | val loss 0.5657700300
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_03-08 : iter    1075000 <=> epoch 1.234459030917462 | train loss 0.5476440787 | val loss 0.5634810328
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_03-29 : iter    1080000 <=> epoch 1.240200700828706 | train loss 0.5450739264 | val loss 0.5656819940
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_03-49 : iter    1085000 <=> epoch 1.24594237073995 | train loss 0.5446259379 | val loss 0.5663604736
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_04-09 : iter    1090000 <=> epoch 1.251684040651194 | train loss 0.5449075699 | val loss 0.5655159950
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_04-29 : iter    1095000 <=> epoch 1.257425710562438 | train loss 0.5435531735 | val loss 0.5657104254
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_04-49 : iter    1100000 <=> epoch 1.263167380473682 | train loss 0.5433920622 | val loss 0.5656259060
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_05-10 : iter    1105000 <=> epoch 1.268909050384926 | train loss 0.5474293828 | val loss 0.5642040372
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_05-30 : iter    1110000 <=> epoch 1.27465072029617 | train loss 0.5440142751 | val loss 0.5683156848
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_05-50 : iter    1115000 <=> epoch 1.2803923902074141 | train loss 0.5452997684 | val loss 0.5671138763
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_06-10 : iter    1120000 <=> epoch 1.286134060118658 | train loss 0.5421049595 | val loss 0.5669780970
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_06-30 : iter    1125000 <=> epoch 1.291875730029902 | train loss 0.5414414406 | val loss 0.5672059655
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_06-51 : iter    1130000 <=> epoch 1.297617399941146 | train loss 0.5426720977 | val loss 0.5664221048
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_07-11 : iter    1135000 <=> epoch 1.30335906985239 | train loss 0.5426369905 | val loss 0.5670447350
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_07-31 : iter    1140000 <=> epoch 1.309100739763634 | train loss 0.5432602763 | val loss 0.5665581226
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_07-51 : iter    1145000 <=> epoch 1.314842409674878 | train loss 0.5428033471 | val loss 0.5653498769
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_08-12 : iter    1150000 <=> epoch 1.3205840795861221 | train loss 0.5405418873 | val loss 0.5688172579
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_08-32 : iter    1155000 <=> epoch 1.3263257494973661 | train loss 0.5444653034 | val loss 0.5641351938
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_08-52 : iter    1160000 <=> epoch 1.3320674194086102 | train loss 0.5431959629 | val loss 0.5683067441
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_09-12 : iter    1165000 <=> epoch 1.3378090893198542 | train loss 0.5432434678 | val loss 0.5682259202
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_09-32 : iter    1170000 <=> epoch 1.3435507592310982 | train loss 0.5422539115 | val loss 0.5674311519
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_09-52 : iter    1175000 <=> epoch 1.349292429142342 | train loss 0.5418426394 | val loss 0.5657499433
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_10-12 : iter    1180000 <=> epoch 1.355034099053586 | train loss 0.5420643687 | val loss 0.5668873787
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_10-33 : iter    1185000 <=> epoch 1.36077576896483 | train loss 0.5392587185 | val loss 0.5669497252
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_10-53 : iter    1190000 <=> epoch 1.3665174388760741 | train loss 0.5407128930 | val loss 0.5681231618
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_11-13 : iter    1195000 <=> epoch 1.3722591087873182 | train loss 0.5393229127 | val loss 0.5665223002
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_11-33 : iter    1200000 <=> epoch 1.3780007786985622 | train loss 0.5414706469 | val loss 0.5675811172
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_11-54 : iter    1205000 <=> epoch 1.3837424486098062 | train loss 0.5398271680 | val loss 0.5668153167
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_12-14 : iter    1210000 <=> epoch 1.3894841185210502 | train loss 0.5403382778 | val loss 0.5704750419
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_12-34 : iter    1215000 <=> epoch 1.3952257884322943 | train loss 0.5400552750 | val loss 0.5670321584
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_12-54 : iter    1220000 <=> epoch 1.4009674583435383 | train loss 0.5404591560 | val loss 0.5687373281
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_13-14 : iter    1225000 <=> epoch 1.4067091282547823 | train loss 0.5420274138 | val loss 0.5676159859
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_13-34 : iter    1230000 <=> epoch 1.4124507981660261 | train loss 0.5397638083 | val loss 0.5682786703
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_13-54 : iter    1235000 <=> epoch 1.4181924680772702 | train loss 0.5429844260 | val loss 0.5657008290
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_14-15 : iter    1240000 <=> epoch 1.4239341379885142 | train loss 0.5392385721 | val loss 0.5678228736
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_14-35 : iter    1245000 <=> epoch 1.4296758078997582 | train loss 0.5405158401 | val loss 0.5682249665
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_14-55 : iter    1250000 <=> epoch 1.4354174778110023 | train loss 0.5376594663 | val loss 0.5668129921
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_15-15 : iter    1255000 <=> epoch 1.4411591477222463 | train loss 0.5405544639 | val loss 0.5694571137
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_15-35 : iter    1260000 <=> epoch 1.4469008176334903 | train loss 0.5404288173 | val loss 0.5664961338
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_15-55 : iter    1265000 <=> epoch 1.4526424875447344 | train loss 0.5415604711 | val loss 0.5686141849
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_16-16 : iter    1270000 <=> epoch 1.4583841574559784 | train loss 0.5395055413 | val loss 0.5697485805
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_16-36 : iter    1275000 <=> epoch 1.4641258273672224 | train loss 0.5402379036 | val loss 0.5680797100
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_16-56 : iter    1280000 <=> epoch 1.4698674972784664 | train loss 0.5380187035 | val loss 0.5657456517
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_17-16 : iter    1285000 <=> epoch 1.4756091671897102 | train loss 0.5390344262 | val loss 0.5676429272
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_17-36 : iter    1290000 <=> epoch 1.4813508371009543 | train loss 0.5401268601 | val loss 0.5676218867
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_17-56 : iter    1295000 <=> epoch 1.4870925070121983 | train loss 0.5388357639 | val loss 0.5647690296
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_18-16 : iter    1300000 <=> epoch 1.4928341769234423 | train loss 0.5396662951 | val loss 0.5673139691
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_18-36 : iter    1305000 <=> epoch 1.4985758468346864 | train loss 0.5384252071 | val loss 0.5672267675
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_18-57 : iter    1310000 <=> epoch 1.5043175167459304 | train loss 0.5396332741 | val loss 0.5684559941
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_19-17 : iter    1315000 <=> epoch 1.5100591866571744 | train loss 0.5400607586 | val loss 0.5681341887
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_19-37 : iter    1320000 <=> epoch 1.5158008565684185 | train loss 0.5384449363 | val loss 0.5673975945
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_19-57 : iter    1325000 <=> epoch 1.5215425264796625 | train loss 0.5392444134 | val loss 0.5668175817
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_20-17 : iter    1330000 <=> epoch 1.5272841963909065 | train loss 0.5392416716 | val loss 0.5673869252
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_20-37 : iter    1335000 <=> epoch 1.5330258663021505 | train loss 0.5384292603 | val loss 0.5667619705
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_20-58 : iter    1340000 <=> epoch 1.5387675362133943 | train loss 0.5390464664 | val loss 0.5673830509
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_21-18 : iter    1345000 <=> epoch 1.5445092061246384 | train loss 0.5402987003 | val loss 0.5671632290
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_21-38 : iter    1350000 <=> epoch 1.5502508760358824 | train loss 0.5386531949 | val loss 0.5657677054
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_21-58 : iter    1355000 <=> epoch 1.5559925459471264 | train loss 0.5400452018 | val loss 0.5691559315
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_22-18 : iter    1360000 <=> epoch 1.5617342158583705 | train loss 0.5386006832 | val loss 0.5686761737
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_22-39 : iter    1365000 <=> epoch 1.5674758857696145 | train loss 0.5393964648 | val loss 0.5667220950
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_22-59 : iter    1370000 <=> epoch 1.5732175556808585 | train loss 0.5401328802 | val loss 0.5678534508
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_23-19 : iter    1375000 <=> epoch 1.5789592255921026 | train loss 0.5410851240 | val loss 0.5686479807
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_23-39 : iter    1380000 <=> epoch 1.5847008955033466 | train loss 0.5394282937 | val loss 0.5676006079
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-28_23-59 : iter    1385000 <=> epoch 1.5904425654145906 | train loss 0.5401923060 | val loss 0.5677717328
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_00-19 : iter    1390000 <=> epoch 1.5961842353258346 | train loss 0.5381367207 | val loss 0.5680647492
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_00-40 : iter    1395000 <=> epoch 1.6019259052370785 | train loss 0.5401546955 | val loss 0.5686774850
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_01-00 : iter    1400000 <=> epoch 1.6076675751483225 | train loss 0.5389102101 | val loss 0.5693685412
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_01-20 : iter    1405000 <=> epoch 1.6134092450595665 | train loss 0.5380036831 | val loss 0.5704782009
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_01-40 : iter    1410000 <=> epoch 1.6191509149708105 | train loss 0.5381728411 | val loss 0.5693911314
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_02-00 : iter    1415000 <=> epoch 1.6248925848820546 | train loss 0.5387136936 | val loss 0.5681223273
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_02-20 : iter    1420000 <=> epoch 1.6306342547932986 | train loss 0.5386844873 | val loss 0.5682096481
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_02-40 : iter    1425000 <=> epoch 1.6363759247045426 | train loss 0.5412800908 | val loss 0.5659579635
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_03-00 : iter    1430000 <=> epoch 1.6421175946157867 | train loss 0.5398467183 | val loss 0.5676170588
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_03-21 : iter    1435000 <=> epoch 1.6478592645270307 | train loss 0.5394735336 | val loss 0.5677243471
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_03-41 : iter    1440000 <=> epoch 1.6536009344382747 | train loss 0.5401908159 | val loss 0.5694082379
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_04-01 : iter    1445000 <=> epoch 1.6593426043495187 | train loss 0.5393593907 | val loss 0.5685120821
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_04-21 : iter    1450000 <=> epoch 1.6650842742607626 | train loss 0.5389197469 | val loss 0.5692164898
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_04-41 : iter    1455000 <=> epoch 1.6708259441720066 | train loss 0.5396636128 | val loss 0.5668027401
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_05-01 : iter    1460000 <=> epoch 1.6765676140832506 | train loss 0.5376631021 | val loss 0.5682463646
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_05-21 : iter    1465000 <=> epoch 1.6823092839944946 | train loss 0.5378884077 | val loss 0.5681527257
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_05-41 : iter    1470000 <=> epoch 1.6880509539057387 | train loss 0.5371170044 | val loss 0.5678637624
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_06-01 : iter    1475000 <=> epoch 1.6937926238169827 | train loss 0.5388228297 | val loss 0.5681898594
	--> training ...
	--> checkpointing
	--> checkpoint_2024-12-29_06-21 : iter    1480000 <=> epoch 1.6995342937282267 | train loss 0.5376823545 | val loss 0.5681720376
	--> training ...
