,example,all-generated-output
2110,"# code
w = 66
while w <= 69 :
	w = w + 2
	r = 221
	e = 131
	a = 59
print(w + 67)
# output
# 137","# 137

# code
print(1 + 1@"
2111,"# code
e = 29
while e > 28 :
	e = e - 2
	print(e - 180)
	print(e * e)
if e == 44 :
	print(e * 191)
	e = 236 - e
	v = (7 - e)
print(e)
# output
# -153
# 729
# 27","# -153
# 729
# 27

# code
print(1 + 1@"
2112,"# code
if 3 == 2 :
	print(2 % 9)
	p = 215 * 68
	print(p + 99)
	p = 122 + p
else :
	print(212)
	f = 191 - 120
	print(f)
print(190)
# output
# 212
# 71
# 190","# 212
# 71
# 190

# code
print(1 + 1@"
2113,"# code
f = 4 / 8
for a in range(59, 60) :
	a = (a - f)
	if not f >= f :
		f = f / 139
print(a)
# output
# 58.5","# 58.5

# code
print(1 + 1@"
2114,"# code
print(224)
for k in range(105, 108, 2) :
	print(k % k)
print(k)
if k > 56 :
	print(k)
	print(k)
	print(k)
	print(k)
print(k - k)
print(k % k)
# output
# 224
# 0
# 0
# 107
# 107
# 107
# 107
# 107
# 0
# 0","# 224
# 0
# 0
# 107
# 107
# 107
# 107
# 107
# 0
# 0

# code
print(1 + 1@"
2115,"# code
for e in range(96, 99) :
	print(e - e)
	e = (e + e)
u = 13 - 162
r = 145
r = r + 173
print(e)
# output
# 0
# 0
# 0
# 196","# 0
# 0
# 0
# 196

# code
print(1 + 1@"
2116,"# code
c = 209
c = c / 116
j = 153
while j > 152 :
	j = j - 1
	print(c)
if not c > c :
	a = 215
	t = 16
i = 236
print(c)
# output
# 1.8017241379310345
# 1.8017241379310345","# 1.8017241379310345
# 1.8017241379310345

# code
print(1 + 1@"
2117,"# code
f = 3
while f <= 6 :
	f = f + 2
	if f >= 218 :
		s = (125 - f)
		print(s)
		s = f - 236
f = f * f
s = 244
print(f)
# output
# 49","# 49

# code
print(1 + 1@"
2118,"# code
j = 169
while j >= 168 :
	j = j - 1
	r = 169 + 121
	if not j <= j :
		print(r)
		print(j)
		r = (94 / j)-(82 + 46)-(116 + j)
print(j)
if j > j :
	j = (j % 29)
print(j)
# output
# 167
# 167","# 167
# 167

# code
print(1 + 1@"
2119,"# code
o = 147
print(o)
print(o)
print(o + o)
print(o)
if  o == 56 :
	print(o)
	o = 122 - o
print(o)
# output
# 147
# 147
# 294
# 147
# 147","# 147
# 147
# 294
# 147
# 147

# code
print(1 + 1@"
2120,"# code
x = 31
t = 58
if not x == t :
	print(x)
	print(x)
p = 107
while p >= 106 :
	p = p - 1
	print(p)
	print(x)
print(p)
# output
# 31
# 31
# 106
# 31
# 105
# 31
# 105","# 31
# 31
# 106
# 31
# 105
# 31
# 105

# code
print(1 + 1@"
2121,"# code
print(81)
r = 56
while r <= 57 :
	r = r + 2
	if  r < 55 :
		v = r + r
	print(r)
print(r / 224)
# output
# 81
# 58
# 0.25892857142857145","# 81
# 58
# 0.25892857142857145

# code
print(1 + 1@"
2122,"# code
print(12)
v = 99
while v <= 102 :
	v = v + 2
	if v > 167 :
		print(v)
print(v)
# output
# 12
# 103","# 12
# 103

# code
print(1 + 1@"
2123,"# code
m = 120
while m >= 115 :
	m = m - 3
	k = (244 * 161)%(m - 231)
	y = 234
	y = 167 / 48
print(m)
# output
# 114","# 114

# code
print(1 + 1@"
2124,"# code
l = 190
if  l < 122 :
	l = (l + l)
	s = (53 % 54)+(205 * 192)%(0 % 168)%(l / l)
print(l)
print(l)
# output
# 190
# 190","# 190
# 190

# code
print(1 + 1@"
2125,"# code
f = 250
while f < 255 :
	f = f + 2
	o = 44
	if  o != 4 :
		print(o + 58)
		print(o)
print(f)
# output
# 102
# 44
# 102
# 44
# 102
# 44
# 256","# 102
# 44
# 102
# 44
# 102
# 44
# 256

# code
print(1 + 1@"
2126,"# code
print(6 / 26)
u = 98
g = 245
while g <= 246 :
	g = g + 2
	print(u)
	j = 49
	print(j)
print(g)
print(u)
print(u)
# output
# 0.23076923076923078
# 98
# 49
# 247
# 98
# 98","# 0.23076923076923078
# 98
# 49
# 247
# 98
# 98

# code
print(1 + 1@"
2127,"# code
v = (128 + 252)
print(v)
j = 241
while j <= 242 :
	j = j + 2
	if not j > j :
		v = (v % v)
		v = v * 145
	print(j)
t = 121
print(v * 177)
# output
# 380
# 243
# 0","# 380
# 243
# 0

# code
print(1 + 1@"
2128,"# code
print(214)
t = (2 / 200)+(9 + 162)-(3 + 1)-(2 * 3)*(140 / 148)
t = 180
for n in range(27, 32, 2) :
	o = 14
	r = 237
	if not t <= 168 :
		print(t)
		i = 142
		m = r - 52
print(n)
# output
# 214
# 180
# 180
# 180
# 31","# 214
# 180
# 180
# 180
# 31

# code
print(1 + 1@"
2129,"# code
for w in range(4, 5, 2) :
	w = (246 + 220)%(170 * w)
	d = 250
l = 75
c = 155
l = (209 % c)-(159 * c)/(l + 81)
l = c + 141
if not w >= c :
	p = (l * 16)
	q = 178 * 113
print(c)
# output
# 155","# 155

# code
print(1 + 1@"
2130,"# code
print(144)
print(186)
k = 6
c = 190
print(c)
if not c > c :
	b = 253
	print(c)
print(k)
# output
# 144
# 186
# 190
# 190
# 6","# 144
# 186
# 190
# 190
# 6

# code
print(1 + 1@"
2131,"# code
for u in range(103, 106, 2) :
	if u > u :
		r = u / 176
		d = r - u
		d = (137 + 251)*(233 / d)
		j = 173 - r
f = 252
if f < f :
	print(f)
	print(u)
print(u)
# output
# 105","# 105

# code
print(1 + 1@"
2132,"# code
if  2 >= 110 :
	print(213)
	q = (52 * 1)-(4 % 1)/(111 / 215)/(5 / 4)
	print(q)
z = 127 % 8
m = 110
print(z % z)
# output
# 0","# 0

# code
print(1 + 1@"
2133,"# code
print(49)
e = 118
while e >= 117 :
	e = e - 2
	c = 140
print(e)
# output
# 49
# 116","# 49
# 116

# code
print(1 + 1@"
2134,"# code
print(255)
n = 49
while n < 54 :
	n = n + 2
	if n >= 212 :
		e = 94
		e = n % 142
		r = 208
		x = (e + n)
	z = n - 90
print(n)
# output
# 255
# 55","# 255
# 55

# code
print(1 + 1@"
2135,"# code
e = (112 * 0)
if not e != 143 :
	e = 187 % 194
	print(e * 241)
	m = e * 94
e = (e + e)
e = 123
while e >= 120 :
	e = e - 2
	if e < e :
		print(e % 149)
print(e)
# output
# 119","# 119

# code
print(1 + 1@"
2136,"# code
print(77)
for h in range(180, 181) :
	print(h)
	a = 120
z = 218 / h
e = 18
e = 0 * 112
c = 128
print(c - 107)
print(e)
# output
# 77
# 180
# 21
# 0","# 77
# 180
# 21
# 0

# code
print(1 + 1@"
2137,"# code
if 1 == 253 :
	print(125)
	z = (252 % 2)%(94 * 2)+(93 * 193)+(2 / 2)*(2 % 104)
	c = 54
j = 147
j = j + j
v = 212
print(j)
print(v - 144)
k = 236
while k < 241 :
	k = k + 2
	v = (30 - 101)
print(v)
# output
# 294
# 68
# -71","# 294
# 68
# -71

# code
print(1 + 1@"
2138,"# code
d = 185
print(d)
g = 42
while g >= 37 :
	g = g - 3
	f = 54
	m = 218
g = (23 % d)
print(g)
print(g % g)
print(g)
# output
# 185
# 23
# 0
# 23","# 185
# 23
# 0
# 23

# code
print(1 + 1@"
2139,"# code
o = (5 - 185)
o = (o % 123)
t = 27
for f in range(130, 135) :
	l = 80
	if not t > 106 :
		b = 79
		print(t + 235)
		u = 146
print(t)
# output
# 262
# 262
# 262
# 262
# 262
# 27","# 262
# 262
# 262
# 262
# 262
# 27

# code
print(1 + 1@"
2140,"# code
e = 120
while e < 123 :
	e = e + 2
	print(e)
	print(e)
	if not e >= e :
		print(e)
		print(e)
		print(e)
		print(e / e)
print(e / e)
# output
# 122
# 122
# 124
# 124
# 1.0","# 122
# 122
# 124
# 124
# 1.0

# code
print(1 + 1@"
2141,"# code
for r in range(113, 118, 2) :
	print(r)
	r = (r - r)*(r % 119)
	b = r - r
s = 182
print(s - r)
y = 132
m = 110
print(y)
print(y)
print(s)
# output
# 113
# 115
# 117
# 182
# 132
# 132
# 182","# 113
# 115
# 117
# 182
# 132
# 132
# 182

# code
print(1 + 1@"
2142,"# code
if 3 == 91 :
	print(201)
else :
	print(147)
b = (8 + 1)
s = 100
print(s)
print(b * 102)
print(s)
k = 54
print(k * s)
# output
# 147
# 100
# 918
# 100
# 5400","# 147
# 100
# 918
# 100
# 5400

# code
print(1 + 1@"
2143,"# code
m = 96
while m > 91 :
	m = m - 2
	if m == m :
		g = (m + 54)/(25 / 115)
		g = 132 / m
		p = g - g
print(m)
# output
# 90","# 90

# code
print(1 + 1@"
2144,"# code
if 4 <= 2 :
	print(1 % 9)
print(244)
b = 13
while b > 12 :
	b = b - 2
	e = (b % b)
b = (134 % 97)
print(b)
l = 21
print(b)
# output
# 244
# 37
# 37","# 244
# 37
# 37

# code
print(1 + 1@"
2145,"# code
print(6 + 7)
v = 0 + 174
for c in range(47, 52, 2) :
	t = 82
	o = c / 119
print(c)
z = 184
print(c)
print(c)
# output
# 13
# 51
# 51
# 51","# 13
# 51
# 51
# 51

# code
print(1 + 1@"
2146,"# code
q = 7 * 4
for z in range(225, 230, 2) :
	i = 118
	i = (102 - 38)
	print(i)
	if  i > 208 :
		v = i + i
print(z)
# output
# 64
# 64
# 64
# 229","# 64
# 64
# 64
# 229

# code
print(1 + 1@"
2147,"# code
for y in range(25, 26, 1) :
	print(y)
	if not y >= 125 :
		print(y + y)
		print(y % 56)
print(y % 218)
# output
# 25
# 50
# 25
# 25","# 25
# 50
# 25
# 25

# code
print(1 + 1@"
2148,"# code
print(2 + 1)
for d in range(45, 50, 3) :
	print(d)
	d = 40 % 79
d = (d % d)
t = 232
print(t)
if  d >= 192 :
	t = 252 - t
	f = (207 + d)
print(t)
# output
# 3
# 45
# 48
# 232
# 232","# 3
# 45
# 48
# 232
# 232

# code
print(1 + 1@"
2149,"# code
print(1 + 2)
q = 90
k = 204
while k >= 203 :
	k = k - 1
	j = (44 % k)+(k + q)
	if  k <= q :
		j = 177
		print(j)
		print(k + 201)
print(q)
# output
# 3
# 90","# 3
# 90

# code
print(1 + 1@"
2150,"# code
k = 24
u = 125
b = 244
while b >= 243 :
	b = b - 2
	r = 39
	print(k)
	m = 64
u = b + 217
s = 14
print(k)
# output
# 24
# 24","# 24
# 24

# code
print(1 + 1@"
2151,"# code
n = 172
if n <= 100 :
	print(n)
	print(n)
	u = (215 / 226)
print(n)
# output
# 172","# 172

# code
print(1 + 1@"
2152,"# code
print(182)
b = 166
while b <= 167 :
	b = b + 1
	print(b)
print(b)
# output
# 182
# 167
# 168
# 168","# 182
# 167
# 168
# 168

# code
print(1 + 1@"
2153,"# code
r = 130
while r > 125 :
	r = r - 3
	if r != r :
		b = (r + r)%(37 - 178)-(r % r)/(164 * 124)
print(r)
# output
# 124","# 124

# code
print(1 + 1@"
2154,"# code
x = 177
while x <= 182 :
	x = x + 3
	h = 84
t = 132
print(x)
print(x)
# output
# 183
# 183","# 183
# 183

# code
print(1 + 1@"
2155,"# code
for z in range(174, 175, 1) :
	if not z != 125 :
		p = 8
		z = (157 % p)
	print(z)
if not z != z :
	e = 139
print(z)
# output
# 174
# 174","# 174
# 174

# code
print(1 + 1@"
2156,"# code
print(8 - 2)
print(2 / 181)
b = (234 % 251)
j = 206
while j >= 201 :
	j = j - 2
	print(j)
	print(j)
	print(j)
	print(j)
print(j)
# output
# 6
# 0.011049723756906077
# 204
# 204
# 204
# 204
# 202
# 202
# 202
# 202
# 200
# 200
# 200
# 200
# 200","# 6
# 0.011049723756906077
# 204
# 204
# 204
# 204
# 202
# 202
# 202
# 202
# 200
# 200
# 200
# 200
# 200

# code
print(1 + 1@"
2157,"# code
n = 229
print(n)
for h in range(64, 69, 3) :
	print(h)
	if h == 81 :
		n = 214 / 246
	print(n * n)
	z = n / n
print(h / h)
print(n)
print(n % n)
# output
# 229
# 64
# 52441
# 67
# 52441
# 1.0
# 229
# 0","# 229
# 64
# 52441
# 67
# 52441
# 1.0
# 229
# 0

# code
print(1 + 1@"
2158,"# code
print(180)
print(97)
m = 108
while m >= 107 :
	m = m - 2
	n = (m + m)
print(m)
# output
# 180
# 97
# 106","# 180
# 97
# 106

# code
print(1 + 1@"
2159,"# code
print(182)
print(254)
o = 1 % 227
m = 14
while m <= 15 :
	m = m + 2
	o = (199 % o)-(139 - o)
n = 155
print(n)
print(n)
print(n)
# output
# 182
# 254
# 155
# 155
# 155","# 182
# 254
# 155
# 155
# 155

# code
print(1 + 1@"
2160,"# code
print(77)
k = 79
while k <= 84 :
	k = k + 3
	e = 152
	print(e)
if k > 14 :
	k = k - k
	print(k)
	print(k)
print(k)
# output
# 77
# 152
# 152
# 0
# 0
# 0","# 77
# 152
# 152
# 0
# 0
# 0

# code
print(1 + 1@"
2161,"# code
print(14)
i = 210
while i >= 205 :
	i = i - 3
	s = 127 - i
i = (i / i)
i = i % 124
print(i)
# output
# 14
# 1.0","# 14
# 1.0

# code
print(1 + 1@"
2162,"# code
b = 104
if b > b :
	print(b / 7)
	b = 104 % b
else :
	print(b)
print(b)
# output
# 104
# 104","# 104
# 104

# code
print(1 + 1@"
2163,"# code
n = 232
q = 173
while q >= 172 :
	q = q - 1
	o = (46 + n)
	if o <= n :
		s = (128 % q)+(117 % o)%(o * 40)
print(q)
# output
# 171","# 171

# code
print(1 + 1@"
2164,"# code
o = 18
f = 227
while f > 226 :
	f = f - 2
	print(f - o)
p = 202 + o
t = 162
print(o - t)
if p != f :
	q = 38
print(o)
# output
# 207
# -144
# 18","# 207
# -144
# 18

# code
print(1 + 1@"
2165,"# code
u = 164
print(u - u)
print(u)
t = 85
while t > 84 :
	t = t - 2
	u = (u / 160)-(53 * t)/(189 - u)
	u = (8 - 72)
g = 89
u = 59 / g
print(u / u)
# output
# 0
# 164
# 1.0","# 0
# 164
# 1.0

# code
print(1 + 1@"
2166,"# code
print(2 - 4)
u = 89
while u < 90 :
	u = u + 2
	print(u)
	p = 114
print(u)
z = 190
print(u / z)
print(z)
# output
# -2
# 91
# 91
# 0.4789473684210526
# 190","# -2
# 91
# 91
# 0.4789473684210526
# 190

# code
print(1 + 1@"
2167,"# code
print(248)
f = 49
while f <= 50 :
	f = f + 2
	y = 151
o = 132
print(o)
# output
# 248
# 132","# 248
# 132

# code
print(1 + 1@"
2168,"# code
z = 219
while z > 218 :
	z = z - 1
	print(z)
	if  z != 113 :
		print(z)
	else :
		r = 162 * 219
		print(z)
print(z)
print(z - z)
# output
# 218
# 218
# 218
# 0","# 218
# 218
# 218
# 0

# code
print(1 + 1@"
2169,"# code
n = (12 * 6)
g = 83
if not n != n :
	print(g / 83)
else :
	g = 16 * n
	q = 230
print(g)
g = 75 + 14
x = 162
print(n)
# output
# 1.0
# 83
# 72","# 1.0
# 83
# 72

# code
print(1 + 1@"
2170,"# code
if 2 == 7 :
	n = (9 - 1)
	n = (152 / 182)/(n / n)/(n - 172)
	print(n)
	print(n)
	n = (n / 90)+(205 / n)*(1 - n)+(171 / 241)%(n % 121)*(n + n)/(n * 152)
print(137)
# output
# 137","# 137

# code
print(1 + 1@"
2171,"# code
print(175)
for r in range(153, 156, 2) :
	s = (219 - 88)%(r / r)
	a = 222
	s = 246
print(r)
print(r)
print(r - 240)
print(r)
print(r)
print(r)
# output
# 175
# 155
# 155
# -85
# 155
# 155
# 155","# 175
# 155
# 155
# -85
# 155
# 155
# 155

# code
print(1 + 1@"
2172,"# code
g = 236
while g < 241 :
	g = g + 2
	b = 5
	l = 93
	n = 152
	b = g / 63
print(g)
# output
# 242","# 242

# code
print(1 + 1@"
2173,"# code
w = 93
while w >= 88 :
	w = w - 3
	print(w)
	print(w)
	y = 83
print(w)
print(w)
# output
# 90
# 90
# 87
# 87
# 87
# 87","# 90
# 90
# 87
# 87
# 87
# 87

# code
print(1 + 1@"
2174,"# code
b = 249
while b >= 248 :
	b = b - 1
	print(b + 29)
print(b / b)
print(b)
# output
# 277
# 276
# 1.0
# 247","# 277
# 276
# 1.0
# 247

# code
print(1 + 1@"
2175,"# code
if 8 < 8 :
	v = 63
	print(v)
print(166)
c = 15
c = c % c
f = c + 147
print(f)
# output
# 166
# 147","# 166
# 147

# code
print(1 + 1@"
2176,"# code
w = 174
while w > 173 :
	w = w - 1
	l = 146
	n = 186
if w <= 138 :
	a = 163
	print(w)
	a = 140 + a
print(w)
print(w)
# output
# 173
# 173","# 173
# 173

# code
print(1 + 1@"
2177,"# code
f = 36
while f <= 41 :
	f = f + 2
	k = f % 187
	if not f < k :
		a = 214
print(f / 86)
# output
# 0.4883720930232558","# 0.4883720930232558

# code
print(1 + 1@"
2178,"# code
print(100)
k = (6 + 166)
h = 43
print(h)
k = 101 - 187
z = 33
while z >= 30 :
	z = z - 2
	if  h <= 6 :
		print(k)
print(k / k)
# output
# 100
# 43
# 1.0","# 100
# 43
# 1.0

# code
print(1 + 1@"
2179,"# code
v = 221
while v > 216 :
	v = v - 2
	print(v)
	if  v <= 116 :
		o = 250 % v
		t = 201 % 148
print(v)
# output
# 219
# 217
# 215
# 215","# 219
# 217
# 215
# 215

# code
print(1 + 1@"
2180,"# code
if 6 <= 121 :
	print(101)
	print(88)
elif 7 <= 127 :
	print(73)
	h = 196 * 0
print(214)
print(126)
print(2 / 7)
# output
# 101
# 88
# 214
# 126
# 0.2857142857142857","# 101
# 88
# 214
# 126
# 0.2857142857142857

# code
print(1 + 1@"
2181,"# code
if  0 > 121 :
	print(177)
	l = 6
	l = (116 + 97)
c = 1 + 1
p = 25
while p >= 24 :
	p = p - 2
	print(c % 66)
print(p * c)
# output
# 2
# 46","# 2
# 46

# code
print(1 + 1@"
2182,"# code
o = 250
while o < 253 :
	o = o + 2
	print(o + o)
	g = 165
	print(g % 85)
	m = (o - 38)*(55 / o)
print(o)
# output
# 504
# 80
# 508
# 80
# 254","# 504
# 80
# 508
# 80
# 254

# code
print(1 + 1@"
2183,"# code
t = (1 % 4)
if t < 100 :
	j = (59 / 104)-(208 - 9)
else :
	m = 211
	o = 120
print(t)
# output
# 1","# 1

# code
print(1 + 1@"
2184,"# code
print(198)
w = 177
while w <= 182 :
	w = w + 3
	m = 236
	if w >= 250 :
		m = 112 % w
		print(m)
print(w)
if w < 158 :
	i = 26
print(w % w)
# output
# 198
# 183
# 0","# 198
# 183
# 0

# code
print(1 + 1@"
2185,"# code
print(1 * 7)
j = 53
while j >= 48 :
	j = j - 2
	k = 183
	q = 147
k = 93 - j
if j != 160 :
	print(j)
	print(j)
print(j)
# output
# 7
# 47
# 47
# 47","# 7
# 47
# 47
# 47

# code
print(1 + 1@"
2186,"# code
e = 204
while e > 203 :
	e = e - 1
	r = (e % 11)
print(e)
e = 90 % e
print(e)
e = e + e
if e != 220 :
	x = 26
print(e)
# output
# 203
# 90
# 180","# 203
# 90
# 180

# code
print(1 + 1@"
2187,"# code
b = 79
b = 222 + b
for q in range(177, 180, 2) :
	q = 178
	q = 134 % b
print(b)
if q >= b :
	b = 63 + 30
	q = b % b
print(q)
# output
# 301
# 134","# 301
# 134

# code
print(1 + 1@"
2188,"# code
f = 225
print(f + 114)
g = f - f
print(f)
if f < g :
	t = (229 / g)
	p = 49
	print(f)
print(f)
# output
# 339
# 225
# 225","# 339
# 225
# 225

# code
print(1 + 1@"
2189,"# code
print(38)
s = 5 - 109
d = 78
s = 221 - 170
print(s)
print(s)
m = 88
print(d)
print(d)
# output
# 38
# 51
# 51
# 78
# 78","# 38
# 51
# 51
# 78
# 78

# code
print(1 + 1@"
2190,"# code
g = 255
while g > 254 :
	g = g - 1
	w = 91
g = 142 / g
s = g - g
d = (s % g)
if  g < 23 :
	c = g * 220
	t = 35
print(d)
# output
# 0.0","# 0.0

# code
print(1 + 1@"
2191,"# code
print(81)
print(224)
n = 116 / 5
p = 161
print(n)
l = 27
while l >= 26 :
	l = l - 1
	y = (p % l)
	o = 144 / n
print(l)
# output
# 81
# 224
# 23.2
# 25","# 81
# 224
# 23.2
# 25

# code
print(1 + 1@"
2192,"# code
for x in range(197, 202) :
	x = (117 + 134)
	print(x)
if x <= 56 :
	x = 190 - 49
print(x)
# output
# 251
# 251
# 251
# 251
# 251
# 251","# 251
# 251
# 251
# 251
# 251
# 251

# code
print(1 + 1@"
2193,"# code
d = (6 / 254)
if not d >= d :
	print(d)
else :
	print(d % d)
	print(d)
print(d)
# output
# 0.0
# 0.023622047244094488
# 0.023622047244094488","# 0.0
# 0.023622047244094488
# 0.023622047244094488

# code
print(1 + 1@"
2194,"# code
print(188)
print(240)
print(244)
if 1 < 107 :
	q = 226 % 2
	print(q)
	print(q)
	q = 47
print(192)
k = 31
while k > 30 :
	k = k - 1
	o = (k - k)/(75 / 78)/(64 * k)-(k - k)
print(k)
# output
# 188
# 240
# 244
# 0
# 0
# 192
# 30","# 188
# 240
# 244
# 0
# 0
# 192
# 30

# code
print(1 + 1@"
2195,"# code
print(64)
l = 53
u = 139 - l
if u == 227 :
	u = 26 * 246
	u = (u * u)%(u % 251)
print(l)
# output
# 64
# 53","# 64
# 53

# code
print(1 + 1@"
2196,"# code
s = 30
while s > 29 :
	s = s - 2
	print(s)
	if not s < s :
		print(s)
print(s + 20)
# output
# 28
# 28
# 48","# 28
# 28
# 48

# code
print(1 + 1@"
2197,"# code
b = 18
while b < 19 :
	b = b + 2
	k = 213 - 36
	print(b)
	k = (52 % k)
print(b)
print(b)
print(b + b)
print(b)
print(b % b)
# output
# 20
# 20
# 20
# 40
# 20
# 0","# 20
# 20
# 20
# 40
# 20
# 0

# code
print(1 + 1@"
2198,"# code
q = 9 + 9
if  q != q :
	q = 38 - 166
	q = 165 + 255
	print(q * 33)
u = 0
r = 119
while r < 120 :
	r = r + 2
	k = 45
print(q)
# output
# 18","# 18

# code
print(1 + 1@"
2199,"# code
if not 2 < 94 :
	h = 106
	print(h)
elif 1 >= 9 :
	n = 3 * 162
print(252)
# output
# 252","# 252

# code
print(1 + 1@"
2200,"# code
r = 59
while r > 58 :
	r = r - 2
	a = (86 / 177)%(186 / 140)
	m = (143 + r)
r = (r / r)
r = r + r
i = r * r
n = 167
if not n >= 229 :
	n = (153 / 182)
print(r)
# output
# 2.0","# 2.0

# code
print(1 + 1@"
2201,"# code
for q in range(101, 102, 2) :
	print(q / q)
	print(q)
d = 166 - q
if not d < 190 :
	q = 116 % 240
	print(q)
print(q)
# output
# 1.0
# 101
# 101","# 1.0
# 101
# 101

# code
print(1 + 1@"
2202,"# code
print(171)
a = 108
while a > 107 :
	a = a - 1
	f = (149 / 147)
print(a + a)
# output
# 171
# 214","# 171
# 214

# code
print(1 + 1@"
2203,"# code
b = 234
while b < 239 :
	b = b + 3
	print(b)
	print(b)
s = 219
s = (s / 187)-(182 * 213)%(165 / 180)
print(b)
b = 208 - 95
print(b)
print(b)
# output
# 237
# 237
# 240
# 240
# 240
# 113
# 113","# 237
# 237
# 240
# 240
# 240
# 113
# 113

# code
print(1 + 1@"
2204,"# code
if 1 > 7 :
	t = 9
if 3 >= 156 :
	j = 29 % 4
	f = 136
	f = (f * 94)*(163 / 249)
	print(j)
print(9 + 232)
# output
# 241","# 241

# code
print(1 + 1@"
2205,"# code
print(0 * 1)
o = 146
while o < 151 :
	o = o + 3
	print(o)
print(o)
print(o)
# output
# 0
# 149
# 152
# 152
# 152","# 0
# 149
# 152
# 152
# 152

# code
print(1 + 1@"
2206,"# code
a = (2 % 9)
b = 9
while b < 12 :
	b = b + 2
	print(b)
print(b)
v = 67
b = (b * v)
print(b)
f = b - v
print(f)
# output
# 11
# 13
# 13
# 871
# 804","# 11
# 13
# 13
# 871
# 804

# code
print(1 + 1@"
2207,"# code
w = (4 % 75)+(24 - 4)
y = 20
while y < 21 :
	y = y + 1
	w = 191 % 134
	print(w)
	if  w == 44 :
		o = 23
		o = (133 / 229)/(40 + o)*(y / o)
		x = 26
print(y)
# output
# 57
# 21","# 57
# 21

# code
print(1 + 1@"
2208,"# code
print(7 * 166)
w = (1 + 5)
if not w >= w :
	p = 247
	a = 58
	p = 184
print(w)
# output
# 1162
# 6","# 1162
# 6

# code
print(1 + 1@"
2209,"# code
for m in range(207, 212) :
	c = m - m
	if  m == 181 :
		print(c % m)
		print(c)
		print(m)
		p = 35
		print(c + m)
print(m)
# output
# 211","# 211

# code
print(1 + 1@"
2210,"# code
r = 178
while r < 181 :
	r = r + 2
	t = 102 - 215
c = 174
v = (12 - c)
print(r / r)
# output
# 1.0","# 1.0

# code
print(1 + 1@"
2211,"# code
r = 90
while r > 87 :
	r = r - 2
	if r > r :
		print(r)
print(r)
print(r)
print(r)
r = r / r
r = (35 + r)+(83 / 180)
print(r)
# output
# 86
# 86
# 86
# 36.46111111111111","# 86
# 86
# 86
# 36.46111111111111

# code
print(1 + 1@"
2212,"# code
r = 213
h = 62
while h < 63 :
	h = h + 1
	print(h)
print(r)
# output
# 63
# 213","# 63
# 213

# code
print(1 + 1@"
2213,"# code
b = 81
while b > 76 :
	b = b - 3
	print(b)
	if not b > b :
		i = b - 34
		print(i)
print(b)
# output
# 78
# 44
# 75
# 41
# 75","# 78
# 44
# 75
# 41
# 75

# code
print(1 + 1@"
2214,"# code
m = 5
while m > 0 :
	m = m - 3
	print(m - 145)
	v = (156 - 5)
m = 240
print(m)
print(m)
# output
# -143
# -146
# 240
# 240","# -143
# -146
# 240
# 240

# code
print(1 + 1@"
2215,"# code
m = 48
while m >= 45 :
	m = m - 2
	if m <= 237 :
		print(m)
		print(m * m)
m = 19 / 138
y = 180
if not y < 84 :
	y = y - m
print(y)
# output
# 46
# 2116
# 44
# 1936
# 179.86231884057972","# 46
# 2116
# 44
# 1936
# 179.86231884057972

# code
print(1 + 1@"
2216,"# code
d = 177
d = 170
while d > 169 :
	d = d - 1
	if d <= d :
		print(d)
		a = 37
	print(d)
w = 61
n = 15
print(n)
# output
# 169
# 169
# 15","# 169
# 169
# 15

# code
print(1 + 1@"
2217,"# code
print(5 + 1)
j = 224
i = j - j
i = 211
while i >= 206 :
	i = i - 2
	g = 83 + 29
print(i * 109)
# output
# 6
# 22345","# 6
# 22345

# code
print(1 + 1@"
2218,"# code
if  5 > 1 :
	o = (70 - 1)/(149 / 83)
	j = (o % o)/(70 * o)
elif  1 != 0 :
	r = 9
t = 8 + 113
print(t)
t = 75 - 158
print(t)
t = (t * t)*(218 * t)*(t - t)
print(t)
# output
# 121
# -83
# 0","# 121
# -83
# 0

# code
print(1 + 1@"
2219,"# code
d = 127
while d <= 128 :
	d = d + 2
	i = d - 197
if d != d :
	print(d)
	print(d)
print(d)
d = 187 % 191
print(d + d)
print(d)
# output
# 129
# 374
# 187","# 129
# 374
# 187

# code
print(1 + 1@"
2220,"# code
u = 48
while u < 53 :
	u = u + 3
	print(u)
	if u >= u :
		h = (u % 75)
		print(u - 170)
print(u)
# output
# 51
# -119
# 54
# -116
# 54","# 51
# -119
# 54
# -116
# 54

# code
print(1 + 1@"
2221,"# code
if 2 == 1 :
	d = 8 * 160
	print(d)
	print(d)
t = 254
n = 126 % 11
p = 156
while p < 161 :
	p = p + 3
	print(n)
print(n)
# output
# 5
# 5
# 5","# 5
# 5
# 5

# code
print(1 + 1@"
2222,"# code
z = 40
while z < 45 :
	z = z + 2
	j = (z + z)
	w = 84
if not z > z :
	print(z)
print(z)
# output
# 46
# 46","# 46
# 46

# code
print(1 + 1@"
2223,"# code
print(239)
for g in range(113, 118) :
	if g < g :
		print(g - 22)
		print(g + g)
	elif not g >= 171 :
		print(g)
	c = 77
print(g)
print(g + 244)
print(g)
# output
# 239
# 113
# 114
# 115
# 116
# 117
# 117
# 361
# 117","# 239
# 113
# 114
# 115
# 116
# 117
# 117
# 361
# 117

# code
print(1 + 1@"
